matricule,prenom,nom,grade,specialite,certifications,statut_medical,genre,service,date_derniere_eval,date_naissance,date_affectation,date_derniere_formation
EMP49110,Gérard,Perrot,Ingénieur en chef,Achats,Niveau 2,APTE,M,Service D,2023-12-31,2003-01-28,2009-01-02,1990-03-31
EMP28237,Philomène,Mathieu,Agent Principal,Achats,Habilitation spéciale,EN_ATTENTE,Homme,Service C,2023-12-31,1976-02-11,2023-12-30,1988-10-31
EMP19878,Stanislas,Barre,Technicien en chef,RH,Aucune,apte,M,Direction,2023-11-30,2008-08-03,2011-10-01,1996-07-31
EMP97149,Galaad,Leclercq,Agent,Informatique,Niveau 2,APTE,F,Service A,2023-09-30,1997-05-13,2017-07-24,1992-02-29
EMP05269,Élias,Michaud,Technicien,RH,Formation sécurité,RESTRICTION,F,Service A,2023-10-31,1983-05-11,1900-01-01,1993-10-31
EMP64159,Valérie,Blanchard,Agent,Achats,Niveau 1,APTE,M,Service E,2024-12-31,1972-08-27,2024-06-06,1987-07-31
EMP49181,Olympe,Petitjean,Ingénieur,Logistique,Niveau 2,APTE,F,Service D,2024-10-31,1993-10-31,1991-01-09,1900-01-01
EMP62487,Sibylle,Lopez,Agent Principal,Finance,NiVeaU_2,apte,FEMME,Service D,2024-06-30,1977-08-27,2022-08-29,2016-06-30
EMP32763,Fanny,Vincent,Technicien,Achats,Aucune,apte,M,Service D,2023-06-30,1979-07-01,1995-04-18,1988-12-31
EMP47312,Elvire,Leblanc,   Cadre A,Juridique,Aucune,APTE,F,Service D,1900-01-01,2004-07-19,1994-05-04,1994-04-30
EMP48069,Ophélie,Faure,Agent,Logistique,Aucune,APTE,M,Service E,2024-03-31,1984-10-05,1986-04-14,2003-06-30
EMP84210,Blanche,Voisin,Agent,Finance,Niveau 2,APTE,Homme,Service B,2024-10-31,1960-05-25,1989-04-15,1987-12-31
EMP88997,Coline,Maillot,Cadre B,Maintenance,NIveAU_2,APTE,M,Service C,2023-04-30,2005-10-03,1998-04-12,2011-01-31
EMP70073,Claire,Bénard, Agent,Qualité,Niveau 1,APTE,M,Service E,2024-06-30,1967-04-27,1998-09-16,1995-11-30
EMP42861,Méloé,Pothier,Agent,Achats,Niveau 1,EN_ATTENTE,M,Service C,2023-12-31,2002-05-18,1992-12-04,1995-07-31
EMP39459,Bérénice,Diaz,Ingénieur en chef,RH,Aucune,APTE,M, Service-C,2024-08-31,2000-12-24,2024-03-04,1900-01-01
EMP41693,Nathalie,Lefort,Ingénieur,Finance,Aucune,APTE,M,Service D,2024-09-30,1965-08-01,2010-12-02,2001-05-31
EMP86907,Séraphin,Dumont,Agent,Informatique,Aucune,apte,M,Service D,2023-10-31,1967-02-02,2015-11-17,1988-05-31
EMP71064,Tristan,Petitjean,Agent,Logistique,Formation sécurité,APTE,M,Direction,2024-06-30,1976-10-16,2003-08-26,1986-06-30
EMP13201,Clotaire,Maréchal,Ingénieur,Finance,Niveau 1,APTE,F,Direction,2023-05-31,1983-01-14,1991-06-21,1984-12-31
EMP41410,Martin,Fabre,Ingénieur en chef,RH,Aucune,APTE,F,Service A,2023-07-31,1987-06-30,1985-02-05,1900-01-01
EMP95152,DaNIel,Louis,Ingénieur en chef,Qualité,Aucune,APTE,M,Service E,2023-09-30,1977-03-18,1984-02-08,2010-04-30
EMP69242,Catherine,Chauvin,Agent,RH,Aucune,RESTRICTION,M,Direction,2024-12-31,1974-04-29,2017-06-27,2021-10-31
EMP53763,Théodule,Serrano,Ingénieur en chef,Achats,Aucune,EN_ATTENTE,F,SERvicE_C,2024-08-31,1968-03-16,1999-08-29,1995-06-30
EMP50752,Anaël,Navarro,Technicien,Qualité,Formation sécurité,apte,M,Service A,2024-12-31,1992-03-07,2000-07-20,2017-01-31
EMP95175,OlYmpE,ChArpentieR,Cadre B,Informatique,Aucune,APTE,F,Service D,2023-02-28,1966-03-24,2012-04-24,2016-11-30
EMP68381,Christine,LacOSTe,Agent,Informatique,Niveau 1,APTE,F,Service C,2023-04-30,2007-10-11,2016-03-20,2015-12-31
EMP97878,Raphaël,Morin,TechnicIen,Juridique,Niveau 1,APTE,F,Service D,2023-08-31,1976-07-24,1989-05-29,2010-07-31
EMP08223,Thécla,Navarro,Agent,RH,Niveau 2,apte,F,Direction,2024-06-30,1975-01-09,2001-01-23,1900-01-01
EMP83559,Ursule,Dubois,Agent,Qualité,Niveau 2,APTE,F,Service A,2023-05-31,1960-04-07,1991-07-04,2020-10-31
EMP73194,Sabin,Fleury,Ingénieur,Finance,Formation sécurité,APTE,M,Service E,2024-11-30,1967-12-20,1992-05-07,2019-01-31
EMP57758,Aloïse,Masse,Agent,Achats,Niveau 1,apte,Homme,Service D  ,2023-11-30,1973-03-02,2006-06-25,2007-10-31
EMP63334,Michèle,Rey,Ingénieur,RH,ForMaTiOn-SécUriTÉ,APTE,F,Service B,2023-04-30,1977-01-06,1900-01-01,2008-07-31
EMP81855,Adélaïde,Roux,Technicien ,Juridique,Niveau 1,RESTRICTION,F,Service E,2023-04-30,1996-10-15,2023-01-31,1998-01-31
EMP63016,Ariane,Fontaine,Cadre B,Maintenance,Aucune,APTE,M,Service A,2023-07-31,2007-08-16,1992-01-20,1986-06-30
EMP29882,Virginie,Aubry,Ingénieur en chef,Informatique,Aucune,APTE,F,Service B,2024-12-31,1999-04-05,2012-04-17,1994-10-31
EMP05458,Manon,CaRre,Ingénieur en chef,Logistique,Niveau 2,EN_ATTENTE,F,Service A,2023-04-30,1983-05-24,1900-01-01,1995-04-30
EMP47291,Patricia,GUyoT,Ingénieur,Juridique,Aucune,APTE,F,Service D,2023-03-31,1984-06-23,2014-07-23,2006-07-31
EMP65897,Christophe,Leger,Agent Principal,Achats,Niveau 2,APTE,M,Service D,2023-12-31,1976-09-12,2005-08-06,1900-01-01
EMP20322,Prosper,Boyer, Technicien,Informatique,Aucune,APTE,M,Service B,2024-08-31,2006-09-23,1999-10-08,2024-02-29
EMP03084,Louison,Bonnel,Agent,Maintenance,Formation sécurité,APTE,M,Service B,2024-09-30,2006-07-07,2014-11-05,1990-12-31
EMP84257,Élie,Chambon,Technicien en chef,Qualité,Niveau_1,RESTRICTION,M,Service B,2024-09-30,1989-06-18,1983-09-07,1995-01-31
EMP03542,Romane,CHarrieR,Ingénieur en chef,Juridique,Habilitation spéciale,APTE,M,Service E,2024-01-31,1992-02-11,2016-12-23,1994-09-30
EMP60602,Guy,Morel,Technicien,Informatique,Niveau 2,RESTRICTION,M,Service C,2024-10-31,2008-04-08,1995-12-07,2020-09-30
EMP67419,Raoul,Rousseau,Ingénieur en chef,RH,Aucune,apte,F,Service C,2024-02-29,1960-07-12,1987-06-26,2017-10-31
EMP42446,Émile,Fleury,Cadre A,Finance,Aucune,APTE,M,Service A,2024-07-31,2003-11-30,1990-09-17,1994-02-28
EMP23979,Georges,Lacombe,Technicien,Logistique,Niveau 2,APTE,M,Service E,2023-06-30,1988-07-13,2008-04-19,1988-08-31
EMP81538,Agathe,Garnier,Agent Principal,Qualité,Niveau 1,APTE,M,Service D,2024-12-31,1985-01-23,2010-01-08,2002-04-30
EMP37267,Christian,Simon,TechniCien,Finance,Aucune,APTE,M,Service A,2023-06-30,1969-11-04,1999-07-17,1900-01-01
EMP61052,Blanche,Bourgeois,Agent,Finance,Habilitation spéciale,APTE,M,Service D,2024-05-31,1966-10-02,1989-08-01,2010-04-30
EMP61370,MYlène,Delaunay,Ingénieur en chef,Maintenance,Aucune,APTE,M,Service A,2024-12-31,2006-08-24,1994-02-22,2016-02-29
EMP75849,Malo,Chopin,Agent Principal,Maintenance,Aucune,APTE,F,Direction,2024-08-31,1975-10-23,2000-07-06,2013-08-31
EMP64626,Bruno,Monnier,Technicien,Finance,Niveau 2,APTE,F,Direction,2023-07-31,1994-01-09,1989-08-05,2009-09-30
EMP21108,Anatole,Lefort,Technicien,Juridique,Niveau 2,APTE,F,Service E,2024-06-30,1962-11-23,2011-11-06,2010-04-30
EMP53632,Clément,François,Agent,RH,Niveau 1,APTE,F,Service D,2023-02-28,2003-09-26,2012-10-08,1995-11-30
EMP01224,Jonas,Lopes,INGénIEuR_en_chef,Finance,Aucune,APTE,F,Service B,2023-10-31,2001-03-20,1900-01-01,1985-02-28
EMP65617,Sarah,Daniel,Technicien,Maintenance,FormaTion-SéCurité,APTE,F,Service D,2023-03-31,1981-02-11,1985-11-08,1994-12-31
EMP10886,Olympe,Nicolas,Ingénieur ,Achats,Aucune,APTE,M,Service C,2023-10-31,1981-02-10,2012-12-02,2014-11-30
EMP02789,Axelle,Remy,TeChnicien,RH,Aucune,APTE,M,Service D,2023-12-31,1985-04-16,2005-11-06,1980-03-31
EMP41761,Raphaël,Guillot,Cadre B,Maintenance,Formation sécurité,APTE,Femme,Direction,2023-01-31,1969-09-21,2000-05-20,2016-05-31
EMP17718,Léa,Arnaud,Ingénieur,Achats,FoRMatiOn_séCURItÉ,APTE,F,Service B,2023-11-30,1996-08-16,2001-10-30,2023-12-31
EMP86621,Léonie,Julien,Agent,Finance,Formation sécurité,APTE,M,Service E,2024-09-30,1975-05-07,1988-08-14,1984-10-31
EMP05532,Prunelle,Ménard,Cadre A,Finance,Aucune,apte,M,Service D,2024-05-31,1983-01-13,1995-03-19,2006-10-31
EMP38685,Angèle,Talbot,Ingénieur,Maintenance   ,Aucune,APTE,F,Service D,2023-10-31,1989-02-17,1985-03-01,2022-01-31
EMP92381,Béranger,Lebreton,Agent,RH,FoRmatiOn-sécuRiTÉ,RESTRICTION,M,Service B   ,2024-01-31,1987-11-24,2020-08-03,2002-12-31
EMP39819,Amaya,Guillot,Technicien en chef,Maintenance,Formation sécurité,RESTRICTION,M,Service E,2024-07-31,1984-04-25,2012-04-03,1984-07-31
EMP53545,Océane,Diaz,Agent,Logistique,Formation sécurité,apte,M,Service A,2023-02-28,1989-10-04,2004-04-05,1980-03-31
EMP51828,Toscane,Bonnel,AgeNT,Maintenance,Niveau 1,APTE,F,   Service C,2024-10-31,1981-08-15,2022-03-12,1900-01-01
EMP12593,Mégane,Dumont,Technicien,RH,Niveau 1,APTE,M,Service C,2023-06-30,2003-05-05,2007-07-27,1996-06-30
EMP05519,Prunelle,Dupuy,Agent,Juridique,Niveau 1,APTE,M,Service D,2023-11-30,1997-04-20,2015-12-01,2011-12-31
EMP77208,Odon,Hervé,Agent,RH,AucUne,APTE,M,Service E,2023-02-28,2002-04-15,1982-02-10,1900-01-01
EMP29452,Félix,Riou,Ingénieur en chef,Informatique,Formation sécurité,apte,M,Direction,2025-01-31,1993-10-11,2009-09-04,1984-09-30
EMP06596,Clarisse,Guillot,Ingénieur,Finance,Formation sécurité,APTE,Homme,Direction   ,2023-06-30,1970-08-07,2022-07-25,2002-03-31
EMP56042,Abigaël,Roussel,Cadre B,Qualité,Formation sécurité,APTE,M,Direction,2023-12-31,1999-12-18,2024-01-05,1993-08-31
EMP58795,Charlize,François,Technicien en chef,Juridique   ,Niveau 2,APTE,M,Service B,2023-12-31,2007-12-20,2020-01-06,1900-01-01
EMP85477,Judith,Charpentier,Cadre B,RH,Niveau 1,RESTRICTION,Homme,Service E,2023-01-31,1981-12-17,2017-08-27,2012-10-31
EMP38630,Julia,Leclerc,CaDRe-A,Finance,Formation sécurité,RESTRICTION,M,Direction,1900-01-01,1995-09-28,2008-10-23,1993-08-31
EMP08090,Hadrien,Leclercq,Technicien,Informatique,Formation sécurité,APTE,Homme,Service D,2024-02-29,1962-01-11,1980-07-16,1989-01-31
EMP54580,Émilie,Guérin,Ingénieur,Qualité,Formation sécurité,APTE,M,Service D,2023-03-31,1977-03-15,2009-07-14,1984-09-30
EMP91627,Marius,Denis,Ingénieur en chef,Maintenance,Niveau 1,APTE,M,Service C,2023-09-30,1988-06-06,1997-12-19,2000-12-31
EMP63760,Adélaïde,Guichard,Agent,Informatique,Aucune,APTE,M,Service E,2023-03-31,1966-12-08,2019-10-29,2017-07-31
EMP85464,Florian,Rocher,Agent Principal,Maintenance,Aucune,aptE,F,SeRvice_C,2024-08-31,2000-11-24,1980-03-03,1989-11-30
EMP99952,Coralie,Menard,Technicien en chef,LogisTiqUe,AUCuNe,apte,F,Direction,1900-01-01,1978-07-18,2012-10-02,2011-09-30
EMP99953,Léontine,Pelletier,Ingénieur,Juridique,Niveau 1,RESTRICTION,F,Service A,2023-01-31,1971-12-28,2010-05-13,1990-02-28
EMP99954,Mathias,BretOn,Agent,Informatique,Niveau 1,APTE,M,Service E,2024-11-30,1995-05-08,1999-03-03,2009-10-31
EMP99955,Maëlle,Lebreton,  Agent,Qualité,Niveau 2,APTE,F,Service B,2024-12-31,2007-10-05,2014-12-20,2006-04-30
EMP99956,Calixte,Poirier,Cadre A,Qualité,Niveau 1,APTE,M,Direction,2023-08-31,1975-10-22,1900-01-01,2024-06-30
EMP99957,Hervé,Masson,Technicien, Qualité,Aucune,APTE,F,Service E,1900-01-01,1972-09-29,2006-11-09,2015-09-30
EMP99958,Guislain,Bonnet,Ingénieur,Maintenance,Niveau 2,,M,   Service E,2023-04-30,1989-07-24,1982-07-12,2010-05-31
EMP99959,Émile,Roger,Technicien,Achats,Aucune,APTE,F,Service B,2023-12-31,1985-07-17,1900-01-01,2023-04-30
EMP99960,Fanny,Blanc,Cadre B,Qualité,Aucune,RESTRICTION,M,Service-B,2024-02-29,1981-02-06,1996-08-15,1987-05-31
EMP99961,Apollin,Chevalier,Ingénieur,Finance,Formation sécurité,APTE,M,Service E,2023-07-31,1985-06-03,1900-01-01,1997-03-31
EMP99962,Valère,Voisin,Cadre B,  RH,Formation sécurité,RESTRICTION,F,Service D,2023-12-31,1993-07-26,2007-10-26,1986-03-31
EMP99963,AnSelme,Barbier,Agent,Logistique,Niveau 1,apte,M,Service C,2023-10-31,1984-05-17,1986-04-02,1993-03-31
EMP99964,Gontran,Chauvin,Agent Principal,Logistique  ,Aucune,APTE,Femme,Service D,2023-05-31,1990-07-14,2008-07-22,1900-01-01
EMP99965,Dominique,ReNard,Agent Principal,Maintenance,Niveau 1,APTE,Femme, Service B,2024-10-31,1977-01-16,1993-05-30,2023-11-30
EMP99966,Calixte,Chauvin,Technicien,RH,Niveau 2,,M,Direction,2024-04-30,1961-08-13,2023-06-22,2010-07-31
EMP99967,Côme,Guegan,Technicien,Juridique,Niveau 2,EN_ATTENTE,M,Direction,2023-04-30,1988-03-04,2010-09-09,2000-12-31
EMP99968,Éléonore,David,  Ingénieur,Informatique,Niveau 2,APTE,M,Service B,2023-12-31,1969-01-11,2011-04-02,2009-03-31
EMP99969,Zéphirine,Girard,Ingénieur,Maintenance,Aucune,APTE,M,Service D,2025-01-31,1979-03-23,1900-01-01,2007-06-30
EMP99970,Étienne,François,Ingénieur,Logistique,HaBIlitaTioN-SpécIAle,APTE,F,Service A,2023-11-30,2004-04-04,2000-09-18,1994-08-31
EMP99971,Apollin,LOpES,Cadre B,Qualité,Niveau 1,APTE,M,Direction,2023-06-30,1991-01-02,2023-01-17,2011-04-30
EMP99972,Achille,Colomb,Cadre B,Maintenance,Niveau 1,APTE,M,Service B,2024-05-31,1979-06-11,2008-08-19,2019-08-31
EMP99973,Hector,Mathieu,Technicien,Finance,Aucune,RESTRICTION,M,Service B,2023-01-31,2002-02-11,1986-12-15,2013-04-30
EMP99974,Nadia,Chambon,Agent-PRincIpAl,Informatique,Niveau 2,APTE,M,Service D,2024-02-29,1977-06-29,2016-07-06,2014-03-31
EMP99975,Rachel,Masson,Cadre B,Qualité,Habilitation spéciale,EN_ATTENTE,F,Service A,2024-02-29,1965-04-01,1991-11-06,1994-08-31
EMP99976,Arsène,Martinez,Technicien,Maintenance,Aucune,apte,F,DirEctIon,2023-04-30,1978-03-06,1990-04-28,2004-05-31
EMP99977,Amélie,NiCoLas,Agent Principal,Logistique,Aucune,EN_ATTENTE,F,Service C,2024-03-31,1971-02-04,1990-10-02,2001-08-31
EMP99978,Bruno,Lefebvre,Ingénieur,Finance,Aucune,apte,M,Service E,2024-03-31,2006-10-03,1990-07-25,1999-02-28
EMP99979,Délia,Meyer,AgenT_PrincIpal,Juridique,Aucune,APTE,Homme,Service C,1900-01-01,1974-06-17,1900-01-01,2024-10-31
EMP99980,Étienne,Pelletier,Ingénieur en chef  ,Logistique,NiveaU-1,apte,M,Service B ,2024-07-31,1994-04-20,2022-03-19,1900-01-01
EMP99981,Rémi,Julien,Ingénieur en chef,Finance,Aucune,APTE,F,Service A,2024-01-31,1968-11-07,1982-06-03,1999-08-31
EMP99982,Clémentine,Bailly,   Agent Principal,Informatique,Niveau 2,EN_ATTENTE,M,Service C,2023-05-31,1993-09-13,1900-01-01,2017-06-30
EMP99983,Béranger,Baron,Agent,InfoRmatIquE,Formation sécurité,APTE,M,Service D,2024-03-31,1990-08-01,2020-03-08,1989-11-30
EMP99984,Rosalie,GaillARd,Agent_Principal,Juridique,Aucune,APTE,M,Service A,2023-05-31,1988-10-29,1999-06-20,2022-10-31
EMP99985,Mélina,NAvArRo,Agent,Maintenance,Aucune,APTE,M,Service E,1900-01-01,1995-05-27,1999-01-27,2003-12-31
EMP99986,Florian,Prevost,Agent,Achats,Formation sécurité,APTE,F,Service B,2023-05-31,1983-08-26,2004-07-27,2016-08-31
EMP99987,Gaël,Gautier,Technicien,QualiTé,Niveau 1,apte,F,Service B,1900-01-01,2000-04-02,1985-01-28,1983-12-31
EMP99988,Sabin,Gautier,Ingénieur,Maintenance,Niveau 1,RESTRICTION,F,Service E,2024-02-29,1979-01-04,1981-12-13,2020-10-31
EMP99989,Julien,Girard,Ingénieur,Logistique,Aucune,APTE,F,Service E,2024-06-30,2006-03-19,1994-08-10,2021-11-30
EMP99990,Primevère,Dupuy,Technicien en chef,RH,Niveau 1,apte,F,Direction,2024-04-30,1984-07-03,2001-12-16,1900-01-01
EMP99991,Maximilien,Gauthier,Agent Principal,Logistique ,Niveau 1,APTE,M,Service E,1900-01-01,2004-06-28,1981-01-13,2006-03-31
EMP99992,Lancelot,Dumont,Ingénieur,Logistique,Niveau 1,EN_ATTENTE,M,Service A,2023-10-31,1995-01-21,2016-12-02,2022-07-31
EMP99993,Muriel,Gaillard,Agent,Maintenance,Habilitation spéciale,RESTRICTION,M,Service B,2023-01-31,1975-04-03,2022-01-27,2000-02-29
EMP99994,Élia,Robin,Technicien en chef,Juridique,Niveau 2,apte,F,Direction  ,2023-09-30,1977-01-04,1986-11-26,2024-03-31
EMP99995,Tiffany,Denis,  TEchnicien,Achats,Niveau 2,,Femme,Service E,2024-04-30,1979-06-30,1900-01-01,2007-12-31
EMP99996,Sylvie,Maréchal,   Cadre B,MaiNTenaNCe,Aucune,APTE,F,Direction,2024-06-30,1981-05-01,2024-12-03,2013-03-31
EMP99997,Anatole,Lopez,Ingénieur,Logistique,Niveau 2,APTE,Femme,SerVice_D,2024-04-30,1987-11-03,1983-06-08,1994-02-28
EMP99998,Urbain,Barre,TechnIcieN En Chef,Achats,Niveau 2,RESTRICTION,M,Service A,2023-01-31,2000-08-26,1998-11-07,1987-05-31
EMP99999,Franck,Chauvin,Technicien en chef,Finance,Niveau 1,apte,M,Service D,2023-11-30,2003-07-02,1985-04-28,1900-01-01
EMP100000,Lola,Adam,Agent Principal,Logistique,Niveau 2,APTE,M,Direction,2024-09-30,1973-05-11,1989-07-19,2019-03-31
EMP100001,Basile,Mathieu,Technicien en chef,RH,Aucune,apte,M,Service A,2024-04-30,1980-06-01,2024-12-07,2020-04-30
EMP100002,Orphée,Morin,Agent,Juridique,Aucune,APTE,M,Service A,2024-07-31,1991-05-10,1994-09-16,2007-03-31
EMP100003,Gilbert,Godard,Ingénieur,Maintenance,Aucune,APTE,F,Service D,2023-08-31,2002-04-08,1986-04-30,2024-04-30
EMP100004,Aristide,Poirier,TechniCieN-en-chEf,Maintenance,Aucune,APTE,F,Direction,2024-08-31,2005-10-05,1998-02-12,1982-11-30
EMP100005,Séraphin,Morin,Technicien, Maintenance,Formation sécurité,RESTRICTION,M,Service D,2023-08-31,1979-03-05,2022-08-02,1983-09-30
EMP100006,Gaétan,Maillard,Agent,Qualité,Niveau 2,apte,M,Direction,2023-11-30,2005-11-14,2018-12-22,1900-01-01
EMP100007,Philomène,Pelletier,Ingénieur,Achats,Habilitation spéciale,RESTRICTION,Homme,Service D,2023-04-30,1961-06-07,2016-09-22,1996-09-30
EMP100008,Héloïse,Bouvier,Cadre B,Qualité,Niveau 1,APTE,M,Service A,2023-02-28,1990-10-16,1985-10-15,2001-07-31
EMP100009,Aris,Petitjean,Ingénieur,Maintenance,Niveau 2,APTE,F,Service E,2023-07-31,1995-09-20,1996-04-11,2003-04-30
EMP100010,Yves,Ferrand,Technicien en chef,Finance,Niveau 1,apte,F,Service D,2023-03-31,2002-11-29,2003-01-12,2003-11-30
EMP100011,Romane,Dumas,Ingénieur,Informatique,Niveau 1,RESTRICTION,F,Service D,2023-05-31,1985-10-04,2010-06-14,1996-10-31
EMP100012,Guislain,Martin,Ingénieur en chef,Maintenance,Habilitation spéciale,apte,M,Service D,2023-07-31,1988-12-25,1997-01-09,2022-09-30
EMP100013,Hippolyte,Michaud,Technicien,RH,Niveau 1,apte,F,Direction,2024-05-31,1988-03-04,1986-01-27,1990-03-31
EMP100014,Étienne,André,Ingénieur,Logistique,Niveau 1,APTE,F,Service E,2023-01-31,2006-07-18,2017-04-24,2008-02-29
EMP100015,Lucas,Arnaud,Technicien en chef,Informatique,NIvEAU-2,RESTRICTION,Homme,Service E,2024-09-30,1965-12-01,1988-04-20,2006-05-31
EMP100016,Odon,Pothier,  Technicien,Finance,Aucune,EN_ATTENTE,M,Service C,2023-03-31,1983-08-13,2008-10-29,1989-08-31
EMP100017,Zéphir,Dupont,Ingénieur,Maintenance,Niveau 1,APTE,F,Service C,2023-08-31,1997-02-27,2004-02-13,2002-09-30
EMP100018,Arsène,Prevost,Agent Principal,Finance,Aucune,APTE,Homme,Service D,2024-09-30,1993-05-05,2002-04-29,2004-02-29
EMP100019,César,Hubert,Agent,Juridique,Aucune,RESTRICTION,M,Service C,2024-04-30,1994-07-17,1984-12-10,1990-07-31
EMP100020,Nicolas,Schmitt,Agent Principal,Juridique,Aucune,APTE,Femme,Service B,2024-06-30,1983-12-22,2015-06-29,1900-01-01
EMP100021,Clothilde,Fouquet,Agent,Maintenance,Niveau 2,apte,M,Service B,2023-06-30,1970-05-17,1999-06-07,2023-02-28
EMP100022,Vianney,Diaz,Technicien en chef,RH,Niveau 2,APTE,F,Service B,2023-06-30,1976-04-24,2001-03-06,1983-11-30
EMP100023,Galaad,Hervé,Agent  Principal,QualIté,Niveau 1,APTE,M,Service E,2023-02-28,2001-09-09,2024-12-25,2003-11-30
EMP100024,Xavier,Berger,Technicien en chef,Maintenance,Aucune,APTE,F,Service D,2024-02-29,1962-06-09,1988-01-03,2017-12-31
EMP100025,André,Bonnet,Ingénieur  ,Maintenance,Niveau 1,,M,Service C,2023-09-30,1987-08-20,2015-08-05,2007-12-31
EMP100026,Noémie,Brunet,Ingénieur,Finance,AuCunE,APTE,M,Service A,1900-01-01,2003-01-12,2002-06-20,2020-10-31
EMP100027,Prunelle,Perron,Technicien,Juridique,Aucune,APTE,F,Service A,2024-07-31,2001-05-29,1985-02-12,1983-08-31
EMP100028,Maëlle,Fleury,Ingénieur en chef,Finance,Habilitation spéciale,apte,F,Service B,2024-09-30,1998-05-26,2011-07-08,2023-07-31
EMP100029,Tiffany,David,Cadre B,  Maintenance,Niveau 1,APTE,F,Service E,2023-04-30,1962-03-05,2004-07-22,2010-05-31
EMP100030,Grégoire,Lelievre,IngéNIEur,Maintenance,Niveau 1,EN_ATTENTE,M,Service A,2024-02-29,1970-04-23,1900-01-01,1900-01-01
EMP100031,Rachel,Dufresne,Ingénieur,RH,Formation sécurité,EN_ATTENTE,M,Service B,2023-12-31,1963-05-15,2001-12-07,1991-10-31
EMP100032,Gaspard,Maillot,Cadre B,Maintenance,Niveau 2,,F,Service D,2024-07-31,1977-03-13,2010-09-30,1992-10-31
EMP100033,Anaël,Bertin,AGent-PRiNCIpal,Juridique,Aucune,EN_ATTENTE,F,Service B,2023-09-30,2008-06-08,1986-07-12,2009-11-30
EMP100034,Léopold,Delorme,Technicien,QuALitÉ,Niveau 1,APTE,M,Service A,2023-05-31,1976-03-22,2023-09-04,2015-06-30
EMP100035,Étienne,Maillot,Ingénieur,Juridique,Aucune,APTE,F,Service A,2023-09-30,1978-04-16,1992-06-17,2005-10-31
EMP100036,Blandine,Chéreau,Technicien,RH,Aucune,APTE,M,Service B,2023-04-30,1984-09-29,1996-11-11,1999-11-30
EMP100037,Antonin,Aubert,Technicien en chef,Informatique,Niveau 2,apte,F,SErviCE-D,2024-11-30,2004-01-29,1995-09-02,2003-06-30
EMP100038,Noé,Dupont,Agent Principal,Qualité,Aucune,APTE,M,Service E,2023-10-31,1974-02-14,2022-07-08,2018-04-30
EMP100039,Yvon,Boutin,Ingénieur en chef,Informatique,Aucune,APTE,M,Direction,2023-09-30,2002-09-25,1985-01-24,2018-01-31
EMP100040,Félix,Rey,Technicien,Juridique,Aucune,APTE,Femme,Service B,2024-04-30,1970-03-29,1984-05-16,1900-01-01
EMP100041,Gilles,Voisin,Agent,Maintenance,Niveau 1,APTE,F,Service E,2023-04-30,1991-05-13,2016-07-13,1993-02-28
EMP100042,Noélie,Dumont,Agent,Qualité,AUCune,APTE,M,Service B,2023-07-31,1966-10-31,2017-04-06,1900-01-01
EMP100043,OscaR,Guyot,Technicien,Achats,Aucune,APTE,M,Service B,2024-04-30,1974-01-19,1985-01-01,1990-11-30
EMP100044,Apollin,Leger,Technicien,Juridique,Niveau 2,APTE,F,Service B,2024-12-31,1980-09-07,2010-07-13,1996-03-31
EMP100045,Coline,Garcia,Agent Principal,Finance,Aucune,APTE,Femme,Service B,2024-10-31,1993-07-11,1986-01-23,2008-11-30
EMP100046,Pénélope,Lopez,  Ingénieur,Qualité,Niveau 1,APTE,F,Service C,2024-02-29,1979-11-23,1985-06-14,2013-01-31
EMP100047,Guillaume,Bourgeois,Ingénieur,Logistique,Niveau 2,,M,Service C,1900-01-01,1991-07-09,1992-04-11,2024-10-31
EMP100048,Mélissa,Breton,IngénIeur,RH,Aucune,APTE,F,Direction,2023-03-31,1994-05-13,2008-06-16,1987-05-31
EMP100049,Hubert,Boucher,Technicien en chef,Qualité,Niveau 1,APTE,F,Service A,2024-02-29,1998-05-30,1980-08-13,2014-09-30
EMP100050,Prunelle,Labbé,CAdre_A,RH,Niveau-1,APTE,M,Service E,2023-10-31,1987-02-28,2013-05-11,2023-04-30
EMP100051,Ursule,Leblanc,Technicien,Maintenance,Niveau 2,RESTRICTION,M,Service C,2023-03-31,1968-09-03,1994-04-02,1985-11-30
EMP100052,Orphée,Guérin,Ingénieur en chef,Juridique,Niveau 2,APTE,F,Service D,2024-10-31,1989-08-04,2024-01-12,1993-07-31
EMP100053,Julia,Maréchal,Agent,Qualité,Niveau 2,APTE,M,Direction,2023-02-28,1970-04-23,1981-07-03,1993-12-31
EMP100054,Gaëlle,Barbier,Technicien en chef,Juridique,Formation sécurité,apte,M,Service B,1900-01-01,1989-05-07,2006-11-08,1981-01-31
EMP100055,Pacôme,Lacroix,Ingénieur en chef,Logistique,Niveau 2,APTE,M,Service B,2023-08-31,1996-04-11,1986-12-26,1900-01-01
EMP100056,Benjamin,GUyot,Ingénieur,Juridique,Formation sécurité,APTE,M,Service A,2023-10-31,1970-04-22,1991-04-10,2019-01-31
EMP100057,Lucas,BarOn,Technicien,Logistique,Habilitation spéciale,apte,M,Direction,2023-07-31,1990-03-15,1983-02-12,1900-01-01
EMP100058,Benoît,Chambon,Technicien,Qualité,Aucune,APTE,M,Service C,2023-03-31,1966-04-19,2018-12-13,2008-03-31
